date,open,high,low,mstr
2025-07-02 15:00:00,381.985,387.09,381.81,386.21
2025-07-02 16:00:00,386.47,394.24,385.6,393.98
2025-07-02 17:00:00,394.39,398.34,394.125,398.34
2025-07-02 18:00:00,398.465,405.325,398.155,404.23
2025-07-02 19:00:00,404.01,404.23,399.71,402.03
2025-07-03 14:00:00,412.65,414.6,406.03,408.52
2025-07-03 15:00:00,408.345,408.76,404.29,405.18
2025-07-03 16:00:00,405.425,405.98,401.605,404.22
2025-07-03 17:00:00,404.22,405.01,404.22,404.52
2025-07-07 14:00:00,403.0,403.58,398.475,399.75
2025-07-07 15:00:00,399.935,403.82,399.73,401.19
2025-07-07 16:00:00,401.375,403.91,399.58,399.83
2025-07-07 17:00:00,400.16,402.93,399.49,400.565
2025-07-07 18:00:00,400.66,402.635,398.85,400.22
2025-07-07 19:00:00,400.365,400.39,395.59,395.865
2025-07-08 14:00:00,398.505,398.82,393.85,395.93
2025-07-08 15:00:00,396.35,398.29,394.65,394.92
2025-07-08 16:00:00,394.92,398.505,393.6,396.95
2025-07-08 17:00:00,396.74,398.855,395.6,397.71
2025-07-08 18:00:00,398.21,399.39,397.51,398.48
2025-07-08 19:00:00,398.33,398.88,395.565,396.92
2025-07-09 14:00:00,400.14,401.18,396.03,398.95
2025-07-09 15:00:00,398.77,406.0,398.73,401.12
2025-07-09 16:00:00,401.39,404.7,400.46,403.88
2025-07-09 17:00:00,403.79,404.28,401.36,404.14
2025-07-09 18:00:00,404.14,406.72,403.58,405.91
2025-07-09 19:00:00,405.72,416.27,405.44,415.6
2025-07-10 14:00:00,413.0,419.29,411.86,414.4
2025-07-10 15:00:00,414.36,415.66,412.91,413.82
2025-07-10 16:00:00,413.98,417.98,412.42,416.62
2025-07-10 17:00:00,416.64,421.45,416.53,421.29
2025-07-10 18:00:00,421.31,421.31,416.985,419.81
2025-07-10 19:00:00,419.435,422.325,419.2,421.8
2025-07-11 14:00:00,434.63,438.7,432.92,436.065
2025-07-11 15:00:00,435.755,437.04,426.77,427.73
2025-07-11 16:00:00,427.66,432.23,423.7,432.11
2025-07-11 17:00:00,432.165,434.05,429.75,430.74
2025-07-11 18:00:00,430.74,431.35,426.7,427.63
2025-07-11 19:00:00,427.39,434.85,426.03,434.69
2025-07-14 14:00:00,451.0,456.39,445.72,449.11
2025-07-14 15:00:00,448.775,449.74,441.87,443.48
2025-07-14 16:00:00,443.32,447.765,440.72,447.47
2025-07-14 17:00:00,447.22,449.79,446.0,446.61
2025-07-14 18:00:00,446.73,448.66,445.0,445.87
2025-07-14 19:00:00,445.97,451.935,445.95,450.99
2025-07-15 14:00:00,452.46,456.58,444.09,444.695
2025-07-15 15:00:00,444.96,447.14,441.25,444.55
2025-07-15 16:00:00,444.56,449.37,443.78,447.62
2025-07-15 17:00:00,447.82,450.87,446.63,449.51
2025-07-15 18:00:00,449.3,451.19,441.56,443.6
2025-07-15 19:00:00,443.31,446.46,442.01,442.07
2025-07-16 14:00:00,449.69,450.18,445.72,449.42
2025-07-16 15:00:00,449.71,454.895,448.38,452.43
2025-07-16 16:00:00,452.86,455.015,451.42,453.13
2025-07-16 17:00:00,452.89,453.67,450.43,451.325
2025-07-16 18:00:00,451.37,454.98,451.16,453.62
2025-07-16 19:00:00,453.59,457.17,453.59,455.865
2025-07-17 14:00:00,453.125,455.93,452.51,454.01
2025-07-17 15:00:00,454.55,456.025,452.19,454.05
2025-07-17 16:00:00,453.9,454.49,450.68,451.42
2025-07-17 17:00:00,451.705,453.51,448.9,453.165
2025-07-17 18:00:00,453.13,454.32,452.71,453.6
2025-07-17 19:00:00,453.735,455.29,451.44,451.52
2025-07-18 14:00:00,446.18,448.455,436.075,438.15
2025-07-18 15:00:00,438.18,438.18,428.12,429.87
